File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,NSNR,Label
4,Cy5,8,805.404,662.214,42.282,1.513,3.177,22.691,2.252,1
4,Cy5,8,816,667,46,1.165,2.341,16.297,1.995,1
4,Cy5,9,448,556,38,2.052,2.918,8.56,1.729,1
4,Cy5,9,447,561,38,2.049,2.887,3.011,1.795,1
4,Cy5,9,446.528,576.377,32.089,1.174,2.623,10.511,1.152,2
4,Cy5,10,410.879,598.75,33.439,1.438,2.66,6.779,1.52,1
4,Cy5,11,936.765,655.366,24.951,1.303,2.76,12.986,2.094,2
4,Cy5,11,968.535,631.521,23.137,0.955,2.802,14.785,1.74,1
4,Cy5,12,37.186,683.499,23.598,1.302,2.569,25.096,1.953,1
4,Cy5,12,35.713,712.798,25.129,1.006,2.25,29.473,1.937,0
4,Cy5,13,358.69,679.787,21.88,2.227,3.231,34.09,2.665,0
4,Cy5,13,367.209,718.115,23.595,1.135,3.972,16.587,1.869,1
4,Cy5,13,297,664,23,1.047,2.904,8.592,1.706,2
4,Cy5,14,592.422,713.321,28.141,2.867,2.439,6.702,1.201,2
4,Cy5,14,592.554,704.99,27.116,1.867,2.31,19.208,1.645,2
4,Cy5,14,573.961,703.533,28.072,1.185,2.299,16.7,1.276,1
4,Cy5,15,678.472,711.391,29.85,1.768,3.575,13.906,2.037,2
4,Cy5,15,699,728,26,1.157,2.67,18.291,1.534,1
4,Cy5,16,508.075,797.941,22.305,2.181,3.052,46.532,2.564,2
4,Cy5,16,437.822,773.035,23.708,1.268,2.806,16.377,1.686,1
4,Cy5,17,665.929,836.426,23.326,1.955,3.67,27.24,2.337,2
4,Cy5,18,153.366,925.932,26.916,0.701,2.519,12.062,1.673,1
4,Cy5,18,162.203,942,23.641,0.686,3.072,14.941,1.778,1
4,Cy5,19,562.19,974.741,22.886,1.638,2.619,19.495,2.611,1
4,Cy5,19,597.93,939.293,22.385,1.123,3.613,23.255,1.939,2
4,a488,1,204.884,49.822,25.69,1.56,2.445,10.594,1.688,1
4,a488,1,233.114,172.719,24.902,1.424,3.229,5.231,1.43,2
4,a488,2,241.346,253.327,28.398,2.387,2.566,24.238,2.064,2
4,a488,2,197.452,223.336,26.597,1.57,2.347,20.024,1.619,1
4,a488,3,447.35,226.264,22.855,2.482,2.764,31.937,1.819,2
4,a488,3,449.739,246.557,23.127,2.047,2.776,12.716,1.624,2
4,a488,3,548.837,281.447,27.096,1.067,2.847,6.088,1.398,1
4,a488,4,534.855,305.391,23.581,2.614,2.96,21.33,1.83,1
4,a488,4,549.221,375.555,24.704,0.93,3.432,6.923,1.224,2
4,a488,5,541.451,476.045,22.972,3.654,2.479,19.477,1.565,2
4,a488,5,476,526,25,3.179,3.051,20.164,1.972,1
4,a488,5,475,500,25,1.196,1.856,6.198,1.254,1
4,a488,5,531.246,488.496,21.971,1.086,2.407,8.823,1.077,2
4,a488,6,373.742,514.673,21.691,3.006,2.626,56.933,1.888,1
4,a488,6,354,511,25,1.232,2.57,14.751,1.305,1
4,a488,6,371.91,493.029,21.638,0.955,2.461,4.788,1.295,2
4,a488,7,609,603,26,2.035,3.059,12.513,1.285,1
4,a488,7,597,572,21,1.107,2.718,11.121,1.186,0
4,a488,7,631.878,552.986,23.212,1.092,2.665,10.432,1.035,2
4,a488,7,615,548,44,1.038,1.406,18.348,0.986,0
4,a488,8,786.335,611.672,24.256,1.789,3.265,5.88,1.488,2
4,a488,8,818.205,563.859,26.823,1.778,2.601,22.516,1.436,0
4,a488,8,786.839,607.507,24.39,1.69,3.062,4.329,1.441,2
4,a488,8,812,671,46,1.233,3.816,1.795,1.386,1
4,a488,8,829,666,33,1.138,3.03,7.803,1.295,1
4,a488,9,452.281,554.53,36.79,1.875,2.421,9.901,1.149,1
4,a488,10,422,653,34,1.051,2.659,8.758,1.05,0
